Possible Vaccine Adverse Events,Source Title,Source Author,Source Date,Source Additional Information,Source URL
Eosinophilic oesophagitis,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Epidermolysis,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Epilepsy,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Epilepsy surgery,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Epilepsy with myoclonic-atonic seizures,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Epileptic aura,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Epileptic psychosis,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Erythema,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Erythema induratum,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Erythema multiforme,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Erythema nodosum,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Evans syndrome,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Exanthema subitum,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Expanded disability status scale score decreased,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Expanded disability status scale score increased,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Exposure to communicable disease,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Exposure to SARS-CoV-2,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Eye oedema,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Eye pruritus,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Eye swelling,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Eyelid oedema,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Face oedema,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Facial paralysis,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Facial paresis,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Faciobrachial dystonic seizure,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
